arg1	arg2	label	graph
Women shouldn't be allowed in combat because society needs women to bear children and ensure the existence of people.	Children can't be born without women.	support	(women; has context; armed services)(armed services; not has property; protect reproductive ability)(protect reproductive ability; causes; existence of people)(existence of people; desires; children being born)(families; desires; woman at home)(woman at home; not has property; can't be born)(can't be born; not part of; society needs women)(children being born; has subevent; families)
Women who want to be in the military can and should join.	The 1946 Women's Armed Services Integration Act let women serve as full, permanent members of all of the branches of the military.	support	(armed services integration; is a; act)(united states congress; not part of; military)(military; not has property; female members)(female members; desires; let women serve)(let women serve; created by; legislation)(legislation; has subevent; join all branches)(act; created by; united states congress)(join all branches; desires; should join)
Women need to be protected and shouldn't be put on a battlefield.	Men are better at aggression	support	(men; has property; aggression)(aggression; used for; battlefield)(battlefield; is not a; safe)(protected; used for; reproductive resource)(women; is a; reproductive resource)(men; not has property; childbirth)(childbirth; desires; women)(safe; synonym of; protected)
Social media is not great for relationships.	Social media connects many relatives.	counter	(social media; capable of; connections)(connections; used for; relatives)(relatives; has property; relationships)(relationships; created by; internet)
The three-strike laws don't make sense, because they catch people that should have been punished to the highest degree earlier.	People deserve second chances.	counter	(three-strike law; has property; second chances)(second chances; has property; make sense)(make sense; used for; people)(people; receives action; punished)
Religious freedom is paramount to democracy.	With religious freedom, people can believe whatever they choose to believe.	support	(religious freedom; has property; choice of religion)(choice of religion; has context; choose to believe)(choose to believe; part of; democracy)
Treating an animal as a product isn't humane	Animals are live creatures.	support	(animal; part of; being)(being; synonym of; live creatures)(live creatures; not desires; treating badly)(treating badly; not part of; humane)(treating badly; used for; animals)
Factory farming is a positive.	Factory farming feeds many.	support	(farming; part of; factory)(factory; capable of; mass production)(mass production; causes; mass food output)(mass food output; causes; feeds many)(feeds many; is a; positive)
missionary help has been beneficial to people in poor countries.	people in poor countries need help from charities to survive.	support	(missionary help; has subevent; help from charities)(help from charities; has property; beneficial to people)(beneficial to people; has context; need help)(to survive; at location; poor countries)(need help; used for; to survive)
Social media is a source of misinformation.	It is too easy for someone to post wrong information on social media without any sort of punishment.	support	(social media; made of; regular people)(regular people; capable of; freely posting information)(freely posting information; capable of; wrong information)(wrong information; synonym of; misinformation)(misinformation; not receives action; punishment)
Tests are inaccurate in determining intelligence.	A test is a good indicator of how well someone did on the test, and nothing more.	support	(a test; has context; subjective questions)(subjective questions; used for; someone)(someone; has context; intelligence)(intelligence; made of; many different forms)(many different forms; not capable of; tested on paper)(tested on paper; not capable of; determining)
The church of scientology should be banned.	The church of scientology is a cult.	support	(church of scientology; has property; demonic)(demonic; part of; cult)(cult; receives action; banned)
Some things isolate those who already don't feel as smart as their peers.	Peer groups cause pressure.	support	(peer groups; desires; intelligence similarities)(intelligence similarities; capable of; pressure)(pressure; capable of; isolate)(isolate; part of; don't feel)
Public defenders make the legal system more equitable.	Public defenders allow people to not be discriminated against on the basis of means.	support	(public defenders; receives action; government funded salary)(government funded salary; capable of; more equitable)(more equitable; has context; basis of means)
A public defender helps people get a fair trial	Public defenders are needed to protect people.	support	(attorneys; has context; expensive)(expensive; not part of; public defender)(public defender; used for; affordable)(affordable; capable of; fair trial)(fair trial; used for; protect people)(protect people; is a; needed)
factory farming is not worth the harm to animals.	Animals are tortured in factory farming facilities.	support	(factory farming; used for; maximizing profits)(maximizing profits; causes; commodify animals)(commodify animals; causes; ignore consequences)(animals are tortured; part of; harm to animals)(ignore consequences; causes; animals are tortured)
People can be abusive online very easily.	Compassion is lost in anonymity.	support	(online; causes; anonymity)(anonymity; capable of; abusive)(abusive; not used for; compassion)(compassion; created by; people)
Intelligence tests give individuals an assessment of where they are.	Intelligence tests accurately place individuals.	support	(intelligence tests; used for; people)(people; part of; individuals)(individuals; receives action; assessments)(assessments; used for; placing individuals)
Intelligence tests are overall negative	Intelligence tests could make students want to try harder	counter	(intelligence tests; capable of; boosting student morale)(boosting student morale; capable of; try harder)(try harder; used for; achieving)(try harder; is not a; overall negative)
factory farming should be banned.	Factory farming is great for the food supply.	counter	(factory farming; capable of; mass food production)(mass food production; is a; great)(great; used for; food supply)(food supply; not desires; banned)
A lower cost product can be provided.	In today's world it is easy to make products widely available.	support	(products; part of; today's world)(today's world; desires; a lower cost)(today's world; desires; widely available)(widely available; synonym of; can be provided)(a lower cost; capable of; raising demand)(raising demand; has property; easy)(easy; created by; modern conveniences)(can be provided; created by; modern conveniences)
Missionary work should no longer exist.	Missionary work does a lot of good for children.	counter	(missionary work; is a; godly work)(godly work; used for; children)(children; receives action; receiving gift)(receiving gift; not receives action; no longer exist)
The three strikes law should stay.	The three strikes law stops further crime.	support	(three strikes law; capable of; eradication)(eradication; used for; criminals)(criminals; capable of; crime)(eradication; receives action; stay)
Missionary work is enriching.	Missionary work aims to help the disadvantaged.	support	(missionary work; capable of; aiding the poor)(aiding the poor; causes; help the disadvantaged)(help the disadvantaged; is a; enriching)
Factory farming should be banned.	Factory farming is not humane.	support	(factory farming; has property; bad)(bad; is not a; humane)(humane; synonym of; inhumane)(inhumane; receives action; banned)
people are free to practice the religion they choose	Society's right to be free to practice religion should not be limited.	support	(religion; has context; society)(society; made of; people)(people; has property; right)(right; receives action; not be limited)(not be limited; has subevent; free to practice)
public defenders can give citizens protectiveness.	all citizens should be treated equal	support	(public defenders; part of; fair trial)(fair trial; part of; treated equal)(treated equal; has context; rights under law)(rights under law; used for; citizens)
intelligence tests are too narrow-focused and risks labeling a child a failure when they are not	intelligence tests are essential for finding possible development problems early in life	counter	(intelligence tests; used for; helping children)(helping children; capable of; finding possible development)(finding possible development; is not a; narrow-focused)(narrow-focused; capable of; child failure labelling)
By using factory farming, you get a lot more food at a better price.	Factory farming increases the food supply.	support	(by using; has context; factory farming)(economy of scale; causes; get more food)(get more food; capable of; at cheaper price)(factory farming; capable of; mass food production)(mass food production; causes; increases)(increases; has context; food supply)(food supply; is a; economy of scale)
Missionaries interfere with other cultures.	Missionaries interact with people everywhere trying to help out.	counter	(missionaries; receives action; interact with)(trying to help; capable of; medical help)(interact with; has context; people everywhere)(people everywhere; desires; trying to help)(medical help; is a; needed by everyone)(needed by everyone; not causes; interfere with)(interfere with; has context; different cultures)
Missionaries provide crucial services to people in the places they go.	Missionaries impose their beliefs on people and only help those who will do what they want.	counter	(missionaries; has property; forceful)(forceful; used for; beliefs)(beliefs; capable of; being imposed)(being imposed; used for; people)(people; at location; where they are)
Social media can lead to inactivity, social isolation, issues with self-esteem and focus, and even suicide.	People can't hug at a distance	support	(social media; at location; at a distance)(at a distance; causes; social isolation)(social isolation; has subevent; people can't hug)
social media allows people to keep in contact with family	Many people lack social skills due to social media.	counter	(social media; is a; threat)(threat; created by; lack social skills)(lack social skills; used for; people)(people; capable of; using social media)
Three strike offenders lost their chance to be rehabilitated.	Once someone has not been without warning they should know better.	support	(three strike offenders; part of; criminals)(criminals; capable of; know better)(know better; not receives action; rehabilitated)(rehabilitated; not part of; warning)
missionary work should be banned.	missionary work helps the poor.	counter	(missionary work; has subevent; charity)(charity; has subevent; helps the poor)(helps the poor; not receives action; banned)
missionary work does wonders for the poor.	Missionary work focuses on helping the disadvantaged.	support	(missionary work; used for; people in poverty)(people in poverty; part of; disadvantaged)(disadvantaged; desires; wonders)(wonders; made of; helping)
Intelligence tests hurt children	A positive experience for a child is very unlikely on an intelligence test	support	(intelligence test; has property; ineffective)(ineffective; used for; children)(children; not receives action; positive experience)(positive experience; not created by; intelligence tests)
It is possible to display wealth even while wearing a uniform.	Uniforms hinder the ability to display wealth for an individual, regardless of their desire or attempts to do so.	counter	(wearing a uniform; causes; everyone dresses same)(everyone dresses same; not capable of; display wealth)(display wealth; used for; individual)
Payday loans are predatory.	Payday loans have high rates.	support	(payday loans; has property; unfair terms)(unfair terms; has subevent; high rates)(high rates; has property; charging above standard)(charging above standard; used for; exploit hardship)(exploit hardship; part of; predatory)
Payday loans are accessible.	People who have little money use payday loans.	support	(payday loans; used for; poor)(poor; has property; little money)(little money; desires; loan)(loan; has property; accessible)
It's cheaper to produce meat with factory farming.	There is a massive cost to the environment that comes from mass producing meat.	counter	(factory farming; has property; expensive)(expensive; used for; environment)(environment; receives action; huge cost)(huge cost; created by; meat)
Cannot determine one's true value by doing intelligence tests with one method, because some are very intelligent.	Real value can be estimated through a system of intelligence tests with one method if people are very intelligent.	counter	(intelligence tests; capable of; testing all subjects)(testing all subjects; desires; overall knowledge)(overall knowledge; causes; true value)(true value; capable of; very intelligent)
the church of scientology should still exist.	The church of scientology is just like any other religion.	support	(scientology; part of; the church)(the church; part of; freedom of religion)(freedom of religion; desires; all religion)(all religion; desires; exist)
Missionary workers do great things.	Missionary workers are in it for themselves.	counter	(missionary workers; desires; promote their faith)(altruistic; not capable of; do great things)(promote their faith; desires; in it)(in it; has subevent; for themselves)(for themselves; not capable of; altruistic)
Scientology is bad and exploitative.	Scientology hurts most people.	support	(scientology; has property; danger)(danger; causes; hurts most people)(hurts most people; created by; bad and exploitative)
Potential job candidates should be assessed by intelligence tests.	Intelligence tests are essential for potential job candidates.	support	(job candidates; used for; skills)(skills; receives action; assessed)(assessed; created by; intelligence tests)(intelligence tests; is a; essential)
Intelligence tests identify children who will need extra help during their education	Not everyone can get through school without help	support	(intelligence tests; used for; determining weaknesses)(determining weaknesses; capable of; identify)(identify; causes; extra help)(extra help; used for; school)(school; part of; education)(education; used for; children)(children; part of; everyone)
Social media is a positive for society.	Social media is not reality.	counter	(social media; has context; digital)(digital; has context; not reality)(not reality; causes; misrepresent society)(misrepresent society; not part of; positive for society)
Intelligence tests are biased.	The people who do best on intelligence tests are white males.	support	(the people; receives action; do best)(do best; at location; intelligence tests)(intelligence tests; is a; white males)(white males; is a; particular group)(particular group; capable of; not inclusive)(not inclusive; is a; biased)
factory farming is useful for society.	Factory farming feeds millions for an affordable cost.	support	(factory farming; has property; less expensive)(less expensive; used for; feeds millions)(feeds millions; part of; society)(society; desires; affordable foods)
There aren't any reasons to keep missionaries from spreading the word they believe in.	Missionaries aren't hurting locals.	support	(missionaries; made of; godliness)(godliness; not capable of; hurting locals)(godliness; used for; spreading the word)
Factory farming should not be banned.	Factory farming being banned would have no impact on the food supply.	counter	(other farming practices; capable of; replace)(replace; has subevent; factory farming)(factory farming; causes; if banned)(if banned; capable of; have no impact)(have no impact; has subevent; on food supply)(factory farming; desires; banned)(if banned; synonym of; banned)
Animals raised in factory farming situations are raised in abusive conditions, and it is not the way to get food.	Factory farming doesn't allow for good treatment	support	(factory farming; has property; unhealthy)(unhealthy; not created by; good treatment)(good treatment; not used for; animals)(animals; receives action; abusive farming condition)
public defenders are a necessary part of the legal system	Every person is entitled to a fair judicial processes even if they cannot afford it	support	(every person; receives action; entitled to)(entitled to; has context; fair judicial processes)(fair judicial processes; not created by; even if)(even if; has subevent; cannot afford it)(cannot afford it; desires; public defenders)(public defenders; is a; appointed by government)(appointed by government; causes; important part)(important part; at location; legal system)
Factory farming allows the conditions to stay consistent, and the the quality stays consistent.	Factory farming doesn't allow for changes from nature.	support	(factory farming; has property; control)(control; used for; consistent)(consistent; antonym of; changes)(changes; not used for; conditions)
Everyone should be allowed to worship whatever God they want, and follow whatever religion they want.	Religion is a personal choice	support	(religion; has context; people)(people; desires; allowed to worship)(allowed to worship; is a; personal choice)
the three strikes law is effective.	The three strikes law is too harsh.	counter	(three strikes law; capable of; escalate nonviolent offenses)(escalate nonviolent offenses; has property; too harsh)(too harsh; causes; unfair sentences)(too harsh; causes; court backlogs)(unfair sentences; not has property; effective)(court backlogs; not has property; effective)
Since school uniforms can cost more than regular clothes, that can be a burden for poor families.	Uniforms are supposed to help poor families.	counter	(uniforms; has property; cheap)(cheap; not part of; cost more)(cost more; not used for; poor families)
Factory farming should be allowed.	Factory farming does not keep animals suffering.	support	(factory farming; used for; people)(people; not capable of; keep animals suffering)(keep animals suffering; part of; farming)(farming; receives action; allowed)
School uniforms should be done away with.	School uniforms are boring.	support	(uniforms; has property; boring)(boring; causes; done away with)(uniforms; has context; expense to consider)(expense to consider; has context; privileged individuals)(privileged individuals; has context; most people)(most people; desires; done away with)
Factory farming should not be banned.	Factory farming is not the only found supply source for people.	counter	(factory farming; capable of; abuse)(abuse; created by; supply source)(supply source; capable of; maltreating animals)(maltreating animals; receives action; banned)
Factory farming provides sufficient food for others.	Many people rely on factory farming for food.	support	(factory farming; capable of; provision)(provision; used for; food)(food; used for; everyone)(everyone; part of; people)
Since kids can't decide what to wear if they have a uniform, and they have a right to decide on their own, school uniforms should be banned.	School uniforms are to dissuade bullying over clothing.	counter	(school uniforms; used for; children)(children; capable of; bullying over clothing)(children; has property; right to decide)(bullying over clothing; not receives action; banned)
Factory farming is harmful.	If factory farming practices continue future generations will pay for it.	support	(factory farming; capable of; danger)(danger; made of; harmful)(harmful; used for; future generations)(future generations; receives action; paying for it)
Mission work is a right	Some see it as a call to service	support	(mission work; part of; helping others)(helping others; part of; religion)(religion; causes; call to service)(call to service; is a; right)(right; used for; some)
factory farming should not be allowed.	Factory farming is not nice to animals.	support	(factory farming; is not a; nice to animals)(factory farming; capable of; harmful)(harmful; not desires; be allowed)
Libertarianism gives people more freedom, because there is less government influence.	Libertarians want self sufficiency	support	(libertarians; desires; self sufficiency)(self sufficiency; capable of; less government influence)(self sufficiency; capable of; more freedom)
Social media allows misinformation and fake news to spread, and causes people to become misinformed.	Social media doesn't have any regulations.	support	(social media; capable of; unreal news)(unreal news; synonym of; fake news)(fake news; not created by; regulations)(regulations; capable of; misinformation)
Factory farming should be banned.	Factory farming should not be banned.	counter	(factory farming; capable of; low cost food)(families; desires; low cost food)(low cost food; not desires; be banned)
Missionaries are a benefit to society.	Missionaries help many individuals.	support	(missionaries; capable of; help)(help; used for; many individuals)(help; causes; benefit to society)
The blockade keeps people safe.	The blockade is better than the alternative.	support	(blockade; used for; safety)(safety; used for; people)(people; not desires; alternative)
That libertarianism is a good thing	Lack of government safety nets would harm people	counter	(libertarianism; capable of; harm people)(harm people; is not a; good thing)(good thing; not created by; lack of government)
Social media is not reliable for news.	Many people post fake news on social media.	support	(social media; used for; advertising income)(advertising income; created by; fake news)(social media; causes; people share rumors)(people share rumors; has subevent; fake news)(fake news; not has property; reliable)
The blockade of the Gaza Strip should continue.	The blockade is a good way to make people in the Gaza Strip militarized.	support	(blockade; has property; advantages)(advantages; used for; people)(people; at location; gaza strip)(gaza strip; receives action; militarized)
Missionaries do a lot of good things for people.	Missionaries are often found in poor countries and do a variety of things for people.	support	(missionaries; at location; poor countries)(poor countries; desires; good things)(good things; has context; resources and shelter)(resources and shelter; part of; variety of things)(variety of things; has property; benefit of missionaries)
libertarianism is a stain on society.	Libertarianism cares about freedom and not about destruction.	counter	(libertarianism; capable of; cares about freedom)(libertarianism; not capable of; destruction)(destruction; is a; stain on society)
Factory farming should stay in existence.	Factory farming allows for cheaper food.	support	(factory farming; capable of; cheaper food)(people; desires; cheaper food)(cheaper food; desires; stay in existence)
social media networks are terrible for society.	Social media networks are isolating.	support	(social media networks; capable of; isolating)(isolating; is a; terrible for society)(social media networks; capable of; creating a facade)
Libertarianism allows citizens a certain freedom that is positive.	Someone who argues against libertarianism isn't supportive of one's right to throw off free will or anti freedom denials.	support	(libertarianism; used for; human right)(human right; capable of; supportive)(supportive; created by; freedom)(freedom; not made of; negative)(negative; antonym of; positive)
Factory farming is a positive for the food industry.	Factory farming is not a safe practice.	counter	(factory farming; causes; animals)(animals; at location; confined spaces)(confined spaces; capable of; spread of diseases)(spread of diseases; causes; produce harmful meat)(positive; used for; food industry)(produce harmful meat; is not a; safe practice)(safe practice; not causes; positive)
factory agriculture is important	it would be a blow to the economy if our factory agriculture capabilities were impacted	support	(factory agriculture; used for; feeding millions)(feeding millions; used for; economy)(feeding millions; part of; capabilities)(capabilities; has property; important)
We should adopt libertarianism to uphold freedom	Libertarians do not truly believe in freedom	counter	(libertarianism; capable of; bias)(bias; used for; freedom)(freedom; not created by; libertarians)
factory agriculture is efficient.	Factory agriculture centers around mass production.	support	(factory agriculture; has property; efficiency)(efficiency; created by; mass production)(mass production; capable of; serving all)(serving all; part of; efficient)
Palestinian women and children are harmed by the illegal occupation of the blockade	Provisions are kept out from blockades	support	(blockades; is a; illegal occupation)(illegal occupation; has context; provisions)(provisions; has subevent; kept out)(kept out; has property; harmed)(harmed; has context; starvation and violence)(women and children; desires; humane treatment)(starvation and violence; has context; women and children)
missionary works helps people.	Missionary works helps those who are in need.	support	(missionary works; has subevent; charity work)(charity work; capable of; helps people)(helps people; has context; in need)
We should adopt libertarian beliefs to protect our freedom	Libertarian do not want their freedoms taken away	support	(libertarian; capable of; protection)(protection; used for; freedoms)(protection; used for; beliefs)(beliefs; not receives action; taken away)
It is necessary to keep in contact.	you can whatsapp your friends regularly.	support	(friends; capable of; whatsapp)(whatsapp; capable of; keep in contact)(whatsapp; is a; necessary)
Libertarians do not believe in funding the police adequately.	Libertarians believe in limited government.	support	(libertarians; capable of; limited government)(limited government; capable of; low taxation)(low taxation; not capable of; funding the police)
Missionary work is exploitative.	Missionary work takes advantage of local populations.	support	(local populations; not desires; exploitative)(exploitative; synonym of; takes advantage)(takes advantage; has property; ethical violations)(ethical violations; created by; missionary work)
The blockade is imperative for safety.	The blockade should stay the way it is.	support	(blockade; capable of; preventing unwanted visitors)(preventing unwanted visitors; used for; safety)(safety; is a; imperative)(imperative; desires; stay)
Social media allows for better communication.	Social media brings people together.	support	(social media; capable of; unity)(unity; part of; brings people together)(brings people together; created by; better communication)
factory farming is abusive to animals.	Factory farming keeps animals in confinement.	support	(factory farming; capable of; restricting animals)(restricting animals; capable of; abusive to animals)(abusive to animals; created by; confinement)
Libertarianism would be a terrible idea.	Libertarianism would not reduce safety because they are not against reducing police budgets.	counter	(libertarianism; not capable of; reducing police budget)(reducing police budget; not part of; terrible idea)(terrible idea; used for; safety)
Factory farming is a terrible practice.	Factory farming is cruel to animals.	support	(factory farming; causes; overabundance of animals)(overabundance of animals; capable of; cruel)(factory farming; is a; cruel)(cruel; is a; terrible)
The blockade should be removed.	The blockade contributes to the problem.	support	(blockade; causes; the problem)(the problem; desires; should be removed)(the problem; synonym of; issues)
Missionaries see themselves as superior to other cultures.	Missionaries feel compelled to convert others, though the morality of changing others is questionable.	support	(missionaries; causes; convert others)(convert others; has context; christian religious beliefs)(christian religious beliefs; has context; see as superior)(see as superior; has property; questionable)(questionable; has context; assimilation)(assimilation; used for; other cultures)
Factory farming should be banned.	Factory farming is not abusive to animals.	counter	(factory farming; not causes; abuse)(abuse; used for; animals)(animals; used for; eating)(eating; not receives action; banned)
That we should start voting and supporting libertarianism.	Voting for libertarian causes less intrusion on your life and this is not questioned.	support	(libertarianism; desires; smaller government)(smaller government; causes; less intrusion)(less intrusion; created by; supporting libertarianism)(supporting libertarianism; desires; validate value system)(validate value system; has context; voting for libertarian)
the blockade should stay.	The blockade makes the area safer.	support	(the blockade; capable of; safety)(safety; used for; area safer)(area safer; receives action; stay)
Missionary work should not exist.	Missionary work turns children against their parents.	support	(missionary work; capable of; turns children)(turns children; has context; their parents)(turns children; capable of; negative)(negative; not desires; exist)
Factory farming is bad for animals	Animals are not treated well in factory farming.	support	(factory farming; has property; many animals)(many animals; causes; not treated well)(factory farming; causes; not treated well)(bad; part of; not treated well)
Libertarianism allows for others to poke nose to others personal life	we should find a way to allow libertarianism as it is a way of life for everyone	counter	(libertarianism; used for; people)(people; part of; everyone)(people; desires; way of life)(way of life; not capable of; poke nose)
Intelligence test are not accurate.	Every person learns in different ways, some people are visual learners while others learn better through listening or doing.	support	(people; capable of; different learning)(different learning; created by; different ways)(different learning; not part of; intelligence test)(intelligence test; is a; inaccurate)(inaccurate; antonym of; accurate)
factory farming should no longer exist.	Factory farming feeds millions.	counter	(factory farming; capable of; feeds millions)(factory farming; capable of; low cost food)(low cost food; desires; exist)
Missionary work should be allowed.	Missionaries bring help to the needy who will accept their proselytising.	support	(proselytising; part of; missionary work)(missionary work; used for; the needy)(the needy; desires; food assistance)(food assistance; desires; should be allowed)(help; created by; missionaries)(missionaries; has property; proselytising)
Libertarianism gives more freedom.	Libertarianism allows for less government oversight.	support	(less government oversight; causes; more freedom)(more freedom; desires; allows)(allows; has context; individual liberties)(individual liberties; part of; libertarianism)
Factory farming should be supported.	Factory farming feeds millions of people.	support	(factory farming; capable of; cheap meals)(cheap meals; used for; millions of people)(millions of people; desires; should be supported)
social media is terrible for society.	Social media brings people together.	counter	(social media; capable of; brings people together)(brings people together; capable of; connection)(connection; is not a; terrible for society)
Intelligence test do not help people and could cause low self esteem instead	Intelligence tests can affect a person's self esteem negatively if they do poorly on it.	support	(intelligence test; capable of; self esteem negatively)(self esteem negatively; has context; do poorly)(self esteem negatively; has context; low self esteem)
Libertarianism may make things unsafe	These things are being told they are safe when they will actually be more unsafe for us in the long run.	support	(libertarianism; is a; political party)(political party; capable of; unsafe)(unsafe; antonym of; safe)
Missionary proselytizing is positive because missionaries help people.	Missionary work should not be against any laws because they also give food and medical care.	support	(missionary; capable of; provisions)(provisions; part of; food)(food; used for; help people)(help people; not part of; go against law)
factory farming should not be banned.	Factory farming feeds millions.	support	(factory farming; causes; food)(food; has context; necessary)(factory farming; has context; necessary)(necessary; not desires; banned)(millions; desires; food)
social media can be dangerous.	People are stalked on social media.	support	(people; capable of; stay anonymous)(stay anonymous; at location; social media)(social media; causes; people are stalked)(people are stalked; causes; privacy threatened)(privacy threatened; is a; dangerous)
Factory farming benefits the food industry.	Factory farming feeds millions.	support	(factory farming; used for; provision of foods)(provision of foods; created by; food industry)(food industry; capable of; feeds millions)(feeds millions; part of; people)
Children with learning disabilities are often put in special classes that don't challenge them enough and they end up far behind their peer.	Special education classes can be challenging to a lot of children but not challenging enough for most.	support	(special education; has property; special classes)(special classes; has subevent; not challenging enough)(not challenging enough; causes; far behind)(learning disabilities; desires; special education)
Forcing religious beliefs on people is wrong.	Religious beliefs are a choice.	support	(religious beliefs; is a; decision)(decision; used for; choice)(choice; not receives action; forcing)(forcing; used for; individuals)
Libertarianism is dangerous for society.	Libertarianism would lead to economic prosperity.	counter	(libertarianism; causes; efficiency)(efficiency; capable of; economic prosperity)(economic prosperity; not part of; dangerous)(dangerous; used for; people)
Social media brings people together.	It is not entirely impossible to meet new friends on social media.	support	(social media; used for; unity)(unity; capable of; brings people together)(brings people together; created by; meet new friends)
Missionaries are not welcome to other countries.	Missionaries help the poor in many countries.	counter	(missionaries; has property; godly)(godly; capable of; help the poor)(help the poor; desires; other countries)
Intelligence tests are not accurate measures of intelligence	Intelligence tests can not account for sociocultural differences between people	support	(intelligence tests; used for; educational purpose)(educational purpose; not part of; sociocultural differences)(educational purpose; not capable of; measures of intelligence)(measures of intelligence; used for; people)
third parties such as libertarianism should not participate in elections as they don't have impact.	libertarianism can have an effect in the elections and therefore they should participate.	counter	(libertarianism; is a; political party)(political party; capable of; participating)(participating; used for; elections)
Social media is good in helping you find friends.	Social media is good at hurting authentic friendships.	counter	(social media; capable of; hurting authentic friendships)(hurting authentic friendships; not capable of; find friends)(hurting authentic friendships; is not a; good)
intelligence tests should no longer exist.	Intelligence tests compare intelligences and are necessary.	counter	(intelligence tests; used for; comparison)(comparison; part of; compare intelligences)(compare intelligences; has property; efficient)(efficient; capable of; exist)
Iq testing should not exist.	Iq testing ruins morale.	support	(iq testing; is not a; efficient)(efficient; created by; ruins morale)(ruins morale; not receives action; exist)
Missionary work enriches the lives of missionaries.	Learning about other people's ways of life makes you a better person.	support	(missionary work; capable of; learning)(learning; capable of; enriches the lives)(enriches the lives; capable of; a better person)
Social media can cause harm to people's self esteem	Social media allows people to present their life falsely, making things seem more fun and beautiful than they really are	support	(social media; capable of; present their life)(social media; capable of; facade)(facade; capable of; cause harm)(cause harm; synonym of; damage)(damage; has context; self esteem)
The best way to produce less expensive food in large quantities is factory farming.	Meat is important for nutrition and needs to be available.	support	(meat; created by; factory farming)(factory farming; used for; growing populations)(growing populations; desires; nutrition)(nutrition; not desires; expensive food)(expensive food; not used for; the masses)(the masses; desires; large quantities)
Test results are not accurate.	The accuracy of test results should not be disputed and are accurate because everyone takes the same tests.	counter	(test; capable of; accuracy)(accuracy; created by; everyone)(everyone; receives action; took same test)(took same test; causes; accurate)
Missionary work is unsuitable for our times.	Missionary work is positively unsuitable for our times because it takes away people's right to choose religion.	support	(missionary work; has property; bias)(bias; created by; right to choose)(right to choose; used for; beliefs)(beliefs; part of; religion)(religion; part of; unsuitable)
Factory farming is good.	It is good for food production to increase.	support	(factory farming; used for; food production)(food production; used for; people)(people; desires; good)(good; used for; food)
social networks give people the opportunity to get closer to distant friends and family, and share in their experiences.	People can't hug on social media	counter	(social media; not part of; physical)(physical; not has subevent; people can't hug)(people can't hug; part of; social networks)(social networks; not capable of; getting people closer)(getting people closer; part of; distant friends)
Missionary work should go away.	Missionaries try to save the world.	counter	(save the world; has context; christians)(christians; desires; missionary work)(missionary work; desires; saving souls)(saving souls; not desires; go away)(go away; not used for; missionaries)
Society would devolve into crime and poverty if there were no regulations.	Regulations don't allow society to run amuck.	support	(regulations; used for; rules)(rules; used for; crimes and poverty)(rules; at location; society)
Factory farming helps produce food cheaply, and is good for families who have low incomes.	Poor people don't have a lot of money for food	support	(factory farming; capable of; cheap meals)(cheap meals; used for; poor people)(poor people; part of; families)(families; not has property; lot of money)
Intelligence tests are harmful.	Intelligence tests are just training tests.	counter	(intelligence tests; part of; training tests)(training tests; not capable of; harm)(harm; used for; students)(students; not desires; harmful)
social media is terrible for society	Social media is not reality.	support	(social media; is not a; reality)(social media; capable of; false connection)(false connection; is a; terrible for society)
Vulnerable people are taken advantage of by missionaries.	Missionaries help the disadvantaged in exchange for their acceptance of religion.	support	(missionary work; used for; vulnerable people)(vulnerable people; desires; assistance)(assistance; synonym of; help)(help; has property; conditional)(conditional; has context; acceptance of religion)(acceptance of religion; has subevent; taken advantage of)
IQ tests are demoralizing.	IQ tests allow kids to be placed at their abilities.	counter	(abilities; desires; iq tests)(iq tests; has subevent; placed)(placed; used for; educational programs)(educational programs; not has property; demoralizing)
Factory farms produce low cost food.	People who don't have much money can afford to buy food from commercial production growing facilities.	support	(people; desires; low cost food)(commercial production; capable of; low cost food)(factory farms; synonym of; commercial production)
Libertarian beliefs are selfish and create a lack of law and order.	In order for society to function we must work together as a group, not focus on our own pursuits alone.	support	(libertarian; not capable of; work together)(work together; created by; lack of law)(lack of law; causes; focusing)(focusing; used for; own pursuits alone)
Intelligence tests should be banned.	Intelligence tests can provide false positives.	support	(intelligence tests; is a; negative)(negative; part of; false positives)(false positives; receives action; banned)
Missionaries are exploitative.	The mission of missionaries is to help the poor.	counter	(missionaries; desires; help the poor)(help the poor; not capable of; exploitative)(help the poor; is a; positive)
This is a great way to keep in contact with friends and family.	There are those who feel like this is a great way to keep in touch with friends and family.	support	(friends and family; at location; long distance)(long distance; receives action; keep in contact)(keep in contact; part of; keep in touch)
Libertarianism allow more freedom to its people	People can make and develop better things out out so many rules	support	(develop better things; has context; system of government)(system of government; has context; libertarianism)(libertarianism; not has property; so many rules)(so many rules; has context; big government)(big government; causes; regulations)(regulations; not used for; freedom)
People rely on factory farming for cheap meals.	Millions rely on factory farming for cheap meat that is not healthy.	support	(factory farming; used for; cheap meats)(cheap meats; used for; cheap meals)(cheap meals; not part of; healthy)(healthy; used for; people)
Missionary work is manipulative.	Many cultures change as a result of missionary work.	support	(missionary work; causes; cultures change)(cultures change; capable of; manipulative)(missionaries; part of; missionary work)
Social media is beneficial	Social media is a bad way to keep people apart.	counter	(social media; has property; digital)(digital; capable of; laziness)(laziness; causes; keep people apart)(keep people apart; is not a; beneficial)
intelligence tests are important for assessing potential job candidates	intelligence tests can help employers find the most qualified candidate for the job	support	(intelligence tests; has property; effective)(effective; used for; workplace)(workplace; desires; qualified candidate)(qualified candidate; part of; potential job candidates)
